Borough,2010 Census FIPS County Code,2010 DCP Borough Code,2010 Census Tract,pop2010,popDensity2010
Manhattan,061,1,014300,25,0.0
Manhattan,061,1,014401,"4,864",264.9
Manhattan,061,1,014402,"6,743",157.2
Manhattan,061,1,014500,"5,542",125.8
Manhattan,061,1,014601,"4,274",232.7
Manhattan,061,1,014602,"7,904",293.0
Manhattan,061,1,014700,"2,755",170.5
Manhattan,061,1,014801,"2,863",223.0
Manhattan,061,1,014802,"7,066",227.6
Manhattan,061,1,014900,"5,842",135.8
Manhattan,061,1,015001,"2,294",179.8
Manhattan,061,1,015002,"5,437",175.2
Manhattan,061,1,015100,"8,306",97.7
Manhattan,061,1,015200,"7,275",143.3
Manhattan,061,1,015300,"9,320",216.6
Manhattan,061,1,015400,"13,749",313.7
Manhattan,061,1,015500,"9,350",182.6
Manhattan,061,1,015601,"5,345",294.0
Manhattan,061,1,015602,"2,298",85.5
Manhattan,061,1,015700,"10,751",238.5
Manhattan,061,1,015801,"5,650",181.8
Manhattan,061,1,015802,"3,346",262.8
Manhattan,061,1,015900,"9,623",221.4
Manhattan,061,1,016001,"3,744",120.6
Manhattan,061,1,016002,"3,131",246.3
Manhattan,061,1,016100,"6,437",167.3
Manhattan,061,1,016200,"9,308",125.2
Manhattan,061,1,016300,"6,624",101.9
Manhattan,061,1,016400,"6,127",139.8
Manhattan,061,1,016500,"6,402",126.8
Manhattan,061,1,016600,"7,317",172.7
Manhattan,061,1,016700,"6,564",135.2
Manhattan,061,1,016800,"5,675",113.7
Manhattan,061,1,016900,"8,108",182.3
Manhattan,061,1,017000,"7,855",173.8
Manhattan,061,1,017100,"8,989",166.8
Manhattan,061,1,017200,"5,504",125.2
Manhattan,061,1,017300,"8,939",202.6
Manhattan,061,1,017401,"5,248",210.7
Manhattan,061,1,017402,"2,093",166.9
Manhattan,061,1,017500,"10,820",201.9
Manhattan,061,1,017700,"9,151",212.2
Manhattan,061,1,017800,"3,912",60.9
Manhattan,061,1,017900,"9,293",175.3
Manhattan,061,1,018000,"7,476",142.3
Manhattan,061,1,018100,"8,866",259.2
Manhattan,061,1,018200,"6,768",154.8
Manhattan,061,1,018300,"8,667",156.7
Manhattan,061,1,018400,"7,835",179.6
Manhattan,061,1,018500,"4,190",130.0
Manhattan,061,1,018600,"5,701",189.5
Manhattan,061,1,018700,"8,974",166.4
Manhattan,061,1,018800,"6,008",163.7
Manhattan,061,1,018900,"11,547",176.1
Manhattan,061,1,019000,"3,083",120.2
Manhattan,061,1,019100,"8,807",159.4
Manhattan,061,1,019200,"3,584",73.9
Manhattan,061,1,019300,"9,009",207.5
Manhattan,061,1,019400,"6,558",151.6
Manhattan,061,1,019500,"8,197",151.9
Manhattan,061,1,019600,"3,931",89.8
Manhattan,061,1,019701,641,11.0
Manhattan,061,1,019702,"2,090",178.5
Manhattan,061,1,019800,"1,914",34.4
Manhattan,061,1,019900,"10,064",179.5
Manhattan,061,1,020000,"2,581",80.8
Manhattan,061,1,020101,"1,731",127.1
Manhattan,061,1,020102,"3,865",187.6
Manhattan,061,1,020300,"3,633",82.5
Manhattan,061,1,020500,"5,322",76.7
Manhattan,061,1,020600,"2,942",80.0
Manhattan,061,1,020701,"3,329",285.0
Manhattan,061,1,020800,"4,591",125.1
Manhattan,061,1,020901,"3,673",128.3
Manhattan,061,1,021000,"6,637",125.0
Manhattan,061,1,021100,"10,330",120.1
Manhattan,061,1,021200,"4,412",101.2
Manhattan,061,1,021303,"5,619",148.3
Manhattan,061,1,021400,"3,001",88.7
Manhattan,061,1,021500,"3,068",178.1
Manhattan,061,1,021600,"7,556",176.5
Manhattan,061,1,021703,6,0.1
Manhattan,061,1,021800,"6,617",147.2
Manhattan,061,1,021900,"6,023",85.3
Manhattan,061,1,022000,"5,370",124.2
Manhattan,061,1,022102,"2,175",88.9
Manhattan,061,1,022200,"2,644",59.0
Manhattan,061,1,022301,"7,917",167.8
Manhattan,061,1,022302,"3,385",222.4
Manhattan,061,1,022400,"6,427",133.6
Manhattan,061,1,022500,"10,149",159.0
Manhattan,061,1,022600,"3,778",99.9
Manhattan,061,1,022700,"4,864",130.6
Manhattan,061,1,022800,"5,248",117.6
Manhattan,061,1,022900,"8,300",155.4
Manhattan,061,1,023000,"8,106",188.9
Manhattan,061,1,023100,"5,865",129.9
Manhattan,061,1,023200,"7,980",179.0
Manhattan,061,1,023300,"6,527",116.1
Manhattan,061,1,023400,"4,465",166.5
Manhattan,061,1,023501,"6,004",135.7
Manhattan,061,1,023502,"1,819",178.2
Manhattan,061,1,023600,"6,404",88.7
Manhattan,061,1,023700,"6,811",101.2
Manhattan,061,1,023801,"9,723",109.8
Manhattan,061,1,023802,"1,938",29.3
Manhattan,061,1,023900,"2,371",149.5
Manhattan,061,1,024000,"1,648",3.2
Manhattan,061,1,024100,"7,642",171.7
Manhattan,061,1,024200,"3,396",38.2
Manhattan,061,1,024301,"3,946",151.9
Manhattan,061,1,024302,"7,370",131.3
Manhattan,061,1,024500,"14,934",284.5
Manhattan,061,1,024700,"7,074",111.4
Manhattan,061,1,024900,"1,101",73.5
Manhattan,061,1,025100,"2,526",64.7
Manhattan,061,1,025300,"11,236",268.5
Manhattan,061,1,025500,"5,771",52.3
Manhattan,061,1,025700,"3,876",108.9
Manhattan,061,1,025900,"3,496",187.5
Manhattan,061,1,026100,"12,087",313.1
Manhattan,061,1,026300,"8,729",224.7
Manhattan,061,1,026500,"7,021",149.3
Manhattan,061,1,026700,"2,173",186.2
Manhattan,061,1,026900,"8,428",194.3
Manhattan,061,1,027100,"8,196",172.3
Manhattan,061,1,027300,"6,370",145.2
Manhattan,061,1,027500,"2,846",39.1
Manhattan,061,1,027700,"7,086",176.5
Manhattan,061,1,027900,"10,292",234.3
Manhattan,061,1,028100,"2,867",124.7
Manhattan,061,1,028300,"7,627",211.3
Manhattan,061,1,028500,"7,216",241.3
Manhattan,061,1,028700,"4,035",30.2
Manhattan,061,1,029100,"11,288",242.6
Manhattan,061,1,029300,"9,033",232.5
Manhattan,061,1,029500,"6,941",206.3
Manhattan,061,1,029700,161,0.6
Manhattan,061,1,029900,"3,834",25.3
Manhattan,061,1,030300,"3,753",96.8
Manhattan,061,1,030700,"3,434",164.7
Manhattan,061,1,030900,"8,463",112.0
Manhattan,061,1,031100,2,0.0
Manhattan,061,1,031703,"7,709",102.9
Manhattan,061,1,031704,"5,677",89.2
Manhattan,061,1,031900,11,0.4
Queens,081,4,000100,"4,949",17.5
Queens,081,4,000200,"2,829",73.0
Queens,081,4,000400,"4,413",79.3
Queens,081,4,000600,"3,729",70.4
Queens,081,4,000700,"4,790",35.6
Queens,081,4,000800,"3,360",71.6
Queens,081,4,001000,"3,502",87.9
Queens,081,4,001200,"3,871",69.0
Queens,081,4,001400,"3,683",69.9
Queens,081,4,001600,"2,831",75.6
Queens,081,4,001800,"2,931",67.0
Queens,081,4,001900,"1,076",4.9
Queens,081,4,002000,"1,797",50.2
Queens,081,4,002200,"2,077",56.9
Queens,081,4,002400,"2,145",61.2
Queens,081,4,002500,"7,571",156.4
Queens,081,4,002600,"2,055",56.2
Queens,081,4,002800,"3,033",55.1
Queens,081,4,003000,"1,399",51.3
Queens,081,4,003100,"1,388",34.1
Queens,081,4,003200,"1,504",36.4
Queens,081,4,003300,"2,474",19.7
Queens,081,4,003400,"2,201",41.6
Queens,081,4,003600,"3,295",74.1
Queens,081,4,003700,0,0.0
Queens,081,4,003800,"2,287",52.5
Queens,081,4,003900,"1,592",43.8
Queens,081,4,004001,"2,134",49.5
Queens,081,4,004002,"1,270",39.8
Queens,081,4,004200,"4,120",83.2
Queens,081,4,004300,"2,437",57.7
Queens,081,4,004401,"3,500",54.2
Queens,081,4,004500,"2,975",54.6
Queens,081,4,004700,"3,984",90.0
Queens,081,4,005000,29,0.8
Queens,081,4,005100,"2,231",65.9
Queens,081,4,005200,"2,751",85.2
Queens,081,4,005300,"5,340",110.0
Queens,081,4,005400,"5,257",50.7
Queens,081,4,005500,"1,067",26.0
Queens,081,4,005700,"4,321",78.2
Queens,081,4,005800,"5,414",36.6
Queens,081,4,005900,"4,169",88.7
Queens,081,4,006100,"5,644",117.1
Queens,081,4,006201,"5,128",52.3
Queens,081,4,006202,"6,253",21.9
Queens,081,4,006300,"5,949",113.3
Queens,081,4,006501,"3,676",133.5
Queens,081,4,006502,"3,853",101.7
Queens,081,4,006900,"4,611",88.4
Queens,081,4,007100,"3,963",82.2
Queens,081,4,007300,"4,231",121.0
Queens,081,4,007500,"4,116",128.9
Queens,081,4,007700,"1,478",47.2
Queens,081,4,007900,"3,493",88.1
Queens,081,4,008100,"1,188",43.1
Queens,081,4,008300,"2,950",62.4
Queens,081,4,008500,"1,270",18.8
Queens,081,4,008600,"2,811",34.9
Queens,081,4,008700,"4,582",70.1
Queens,081,4,008800,"3,095",28.1
Queens,081,4,009100,"2,796",58.9
Queens,081,4,009400,"2,834",66.0
Queens,081,4,009500,"2,289",56.3
Queens,081,4,009600,"3,135",61.4
Queens,081,4,009700,"3,580",71.8
Queens,081,4,009800,"2,688",80.1
Queens,081,4,009900,3,0.0
Queens,081,4,010000,"3,571",64.7
Queens,081,4,010100,"2,552",59.8
Queens,081,4,010200,"2,677",50.7
Queens,081,4,010300,"3,934",56.0
Queens,081,4,010400,"3,147",68.3
Queens,081,4,010500,"4,244",86.8
Queens,081,4,010600,"3,427",80.2
Queens,081,4,010701,0,0.0
Queens,081,4,010800,"2,980",76.5
Queens,081,4,011000,"3,075",75.4
Queens,081,4,011100,"3,050",81.9
Queens,081,4,011200,"2,358",50.4
Queens,081,4,011300,"4,234",95.9
Queens,081,4,011400,"1,330",44.3
Queens,081,4,011500,"2,325",50.7
Queens,081,4,011600,"2,178",63.1
Queens,081,4,011700,"3,848",73.1
Queens,081,4,011800,"2,628",65.8
Queens,081,4,011900,"1,701",61.7
Queens,081,4,012000,"2,487",68.5
Queens,081,4,012100,"2,064",60.6
Queens,081,4,012200,"2,971",58.3
Queens,081,4,012301,"2,910",19.9
Queens,081,4,012400,"2,914",60.4
Queens,081,4,012500,"1,662",41.6
Queens,081,4,012601,"2,413",66.4
Queens,081,4,012602,"2,578",70.9
Queens,081,4,012800,"2,030",51.4
Queens,081,4,013000,"1,745",37.0
Queens,081,4,013200,"1,772",37.3
Queens,081,4,013400,"5,474",117.2
Queens,081,4,013500,"1,411",42.0
Queens,081,4,013600,"1,972",53.2
Queens,081,4,013700,"1,579",31.7
Queens,081,4,013800,"3,604",85.6
Queens,081,4,014000,"3,705",67.2
Queens,081,4,014100,"1,621",38.5
Queens,081,4,014201,"4,348",84.4
Queens,081,4,014202,"2,838",18.6
Queens,081,4,014300,"4,065",120.4
Queens,081,4,014400,"2,109",38.4
Queens,081,4,014500,"2,246",71.2
Queens,081,4,014700,"3,054",83.5
Queens,081,4,014800,"2,265",55.9
Queens,081,4,014900,"2,674",101.6
Queens,081,4,015000,"2,458",67.6
Queens,081,4,015100,"2,794",84.7
Queens,081,4,015200,"2,721",58.0
Queens,081,4,015300,"2,145",71.5
Queens,081,4,015400,"2,333",63.0
Queens,081,4,015500,"2,251",61.7
Queens,081,4,015600,"3,218",62.1
Queens,081,4,015700,"1,543",48.6
Queens,081,4,015801,"3,737",50.2
Queens,081,4,015802,"4,398",64.1
Queens,081,4,015900,"4,136",98.6
Queens,081,4,016100,"2,377",89.3
Queens,081,4,016300,"4,382",81.3
Queens,081,4,016400,"3,313",67.1
Queens,081,4,016600,"3,278",65.6
Queens,081,4,016800,"2,684",51.4
Queens,081,4,016900,"5,539",97.6
Queens,081,4,017000,"2,600",47.7
Queens,081,4,017100,8,0.0
Queens,081,4,017200,"2,101",44.1
Queens,081,4,017400,"2,244",47.2
Queens,081,4,017600,"2,143",45.2
Queens,081,4,017800,"1,925",40.9
Queens,081,4,017900,"1,054",9.1
Queens,081,4,018000,"1,090",30.9
Queens,081,4,018101,"4,090",168.5
Queens,081,4,018102,"3,928",164.8
Queens,081,4,018200,"2,267",35.8
Queens,081,4,018300,"6,031",113.9
Queens,081,4,018401,"2,054",41.7
Queens,081,4,018402,"2,223",42.3
Queens,081,4,018501,"3,611",148.3
Queens,081,4,018502,"3,633",149.4
Queens,081,4,018600,"1,623",36.8
Queens,081,4,018700,"3,088",51.5
Queens,081,4,018800,"1,236",28.3
Queens,081,4,018900,"3,492",64.9
Queens,081,4,019000,"1,969",42.4
Queens,081,4,019200,"1,914",38.9
Queens,081,4,019400,"2,628",35.3
Queens,081,4,019600,"2,643",48.0
Queens,081,4,019800,"2,930",57.0
Queens,081,4,019900,"1,028",2.7
Queens,081,4,020200,"1,387",38.3
Queens,081,4,020400,"2,098",29.6
Queens,081,4,020500,"1,202",8.2
Queens,081,4,020600,"1,712",45.1
Queens,081,4,020800,"2,539",19.4
Queens,081,4,021200,"2,754",47.9
Queens,081,4,021400,"6,194",66.8
Queens,081,4,021600,"4,016",24.6
Queens,081,4,021900,7,0.0
Queens,081,4,022001,"6,074",61.8
Queens,081,4,022002,"5,569",74.5
Queens,081,4,022900,27,0.1
Queens,081,4,023000,"1,795",43.4
Queens,081,4,023200,"5,090",63.4
Queens,081,4,023500,"8,278",128.9
Queens,081,4,023600,"2,638",60.6
Queens,081,4,023800,"5,101",131.6
Queens,081,4,024000,"5,464",82.0
Queens,081,4,024300,"5,440",40.6
Queens,081,4,024500,"4,942",73.8
Queens,081,4,024600,0,0.0
Queens,081,4,024700,"1,509",67.8
Queens,081,4,024900,"5,546",115.5
Queens,081,4,025100,"5,720",97.7
Queens,081,4,025301,"4,591",145.8
Queens,081,4,025302,"2,876",114.0
Queens,081,4,025400,"8,207",52.2
Queens,081,4,025500,"1,507",27.9
Queens,081,4,025700,"1,542",41.4
Queens,081,4,025800,"1,978",37.7
Queens,081,4,025900,"3,516",76.0
Queens,081,4,026000,"2,339",53.1
Queens,081,4,026100,"7,414",135.0
Queens,081,4,026200,"1,465",41.3
Queens,081,4,026300,"6,220",126.7
Queens,081,4,026400,"2,257",35.9
Queens,081,4,026500,"4,494",97.5
Queens,081,4,026600,"1,755",41.1
Queens,081,4,026700,"6,002",115.5
Queens,081,4,026901,"5,304",188.0
Queens,081,4,026902,"4,444",230.3
Queens,081,4,027000,"1,647",36.0
Queens,081,4,027100,"8,726",254.3
Queens,081,4,027200,"1,846",48.6
Queens,081,4,027300,"8,631",163.7
Queens,081,4,027400,"1,735",48.9
Queens,081,4,027500,"6,887",156.9
Queens,081,4,027600,"1,165",29.7
Queens,081,4,027700,"8,757",202.6
Queens,081,4,027800,"2,256",51.7
Queens,081,4,027900,"6,317",144.3
Queens,081,4,028000,"1,551",37.8
Queens,081,4,028100,"5,722",132.7
Queens,081,4,028200,"1,545",34.1
Queens,081,4,028300,"7,415",168.9
Queens,081,4,028400,"3,438",32.5
Queens,081,4,028500,"4,729",121.5
Queens,081,4,028700,"6,232",128.7
Queens,081,4,028800,"4,230",26.9
Queens,081,4,028900,"5,176",121.6
Queens,081,4,029100,"7,039",109.4
Queens,081,4,029300,"1,351",35.9
Queens,081,4,029400,"6,664",25.3
Queens,081,4,029500,"3,670",81.6
Queens,081,4,029700,"2,162",16.7
Queens,081,4,029900,0,0.0
Queens,081,4,030600,"4,213",12.7
Queens,081,4,030902,"7,992",79.2
Queens,081,4,030903,"6,743",77.6
Queens,081,4,030904,"3,712",37.2
Queens,081,4,031700,"6,151",36.0
Queens,081,4,032000,"4,645",18.2
Queens,081,4,032700,"4,255",114.1
Queens,081,4,032800,"2,409",26.5
Queens,081,4,032900,"4,018",37.2
Queens,081,4,033000,"6,170",30.5
Queens,081,4,033100,0,0.0
Queens,081,4,033401,"3,128",22.6
Queens,081,4,033402,"12,575",67.2
Queens,081,4,033700,"3,619",97.1
Queens,081,4,033900,"3,400",91.2
Queens,081,4,034700,"3,268",34.5
Queens,081,4,035100,"4,240",123.2
Queens,081,4,035200,"2,414",16.1
Queens,081,4,035300,"2,690",70.2
Queens,081,4,035700,"4,947",34.9
Queens,081,4,035800,"3,927",30.5
Queens,081,4,036100,"2,426",62.4
Queens,081,4,036300,"2,397",71.9
Queens,081,4,036500,"3,885",94.6
Queens,081,4,036600,"2,592",28.4
Queens,081,4,036700,"2,676",55.4
Queens,081,4,036800,"2,362",42.0
Queens,081,4,037100,"1,597",38.4
Queens,081,4,037300,"2,532",41.9
Queens,081,4,037500,"3,783",98.6
Queens,081,4,037600,"5,598",29.6
Queens,081,4,037700,"4,227",116.5
Queens,081,4,037900,"6,214",128.0
Queens,081,4,038100,"6,808",98.4
Queens,081,4,038301,0,0.0
Queens,081,4,038302,56,0.0
Queens,081,4,038400,"2,333",31.7
Queens,081,4,039400,"2,814",32.8
Queens,081,4,039800,"1,657",33.3
Queens,081,4,039900,"4,132",98.3
Queens,081,4,040000,"1,267",26.2
Queens,081,4,040100,"7,527",143.7
Queens,081,4,040200,"1,368",25.4
Queens,081,4,040300,"6,777",137.2
Queens,081,4,040400,"3,918",33.2
Queens,081,4,040500,"3,303",103.6
Queens,081,4,040700,"8,304",168.1
Queens,081,4,040900,"5,094",134.8
Queens,081,4,041100,"3,947",115.4
Queens,081,4,041300,"4,464",114.0
Queens,081,4,041400,"4,033",34.5
Queens,081,4,041500,"4,278",101.3
Queens,081,4,042400,"2,161",16.9
Queens,081,4,042600,512,3.9
Queens,081,4,042700,"4,604",109.5
Queens,081,4,043200,"1,166",20.1
Queens,081,4,043400,"1,956",38.5
Queens,081,4,043701,"3,381",91.6
Queens,081,4,043702,"6,476",140.9
Queens,081,4,043900,"4,790",117.8
Queens,081,4,044000,"3,669",39.2
Queens,081,4,044301,"4,033",122.6
Queens,081,4,044302,"5,223",76.0
Queens,081,4,044400,"3,236",14.5
Queens,081,4,044601,"3,367",60.8
Queens,081,4,044602,"4,596",109.2
Queens,081,4,044800,"2,571",50.5
Queens,081,4,045000,"1,943",45.9
Queens,081,4,045200,"1,153",21.8
Queens,081,4,045400,"4,773",84.2
Queens,081,4,045500,"12,330",325.2
Queens,081,4,045600,"1,338",33.7
Queens,081,4,045700,"3,355",90.2
Queens,081,4,045800,"2,016",33.5
Queens,081,4,045900,"3,975",117.5
Queens,081,4,046000,"6,006",109.8
Queens,081,4,046100,"3,089",110.8
Queens,081,4,046200,"7,296",117.8
Queens,081,4,046300,"4,284",108.9
Queens,081,4,046400,"1,643",28.0
Queens,081,4,046500,"4,247",132.5
Queens,081,4,046600,"3,058",51.8
Queens,081,4,046700,"7,112",202.7
Queens,081,4,046800,"3,829",67.5
Queens,081,4,046900,"8,570",229.1
Queens,081,4,047000,"3,247",57.3
Queens,081,4,047100,"4,425",113.3
Queens,081,4,047200,"3,760",29.5
Queens,081,4,047300,"3,997",88.7
Queens,081,4,047500,"4,835",62.6
Queens,081,4,047600,"1,326",9.9
Queens,081,4,047800,"5,294",32.8
Queens,081,4,047900,"5,456",57.0
Queens,081,4,048000,"2,506",44.0
Queens,081,4,048100,"6,781",197.2
Queens,081,4,048200,"1,452",26.0
Queens,081,4,048300,"4,047",72.7
Queens,081,4,048400,"4,979",48.3
Queens,081,4,048500,"4,598",54.5
Queens,081,4,048900,"1,486",17.3
Queens,081,4,049200,"4,750",39.7
Queens,081,4,049301,"2,134",52.6
Queens,081,4,049302,"2,811",41.5
Queens,081,4,049500,"1,358",44.6
Queens,081,4,049600,"3,030",44.9
Queens,081,4,049700,"3,021",61.7
Queens,081,4,049900,"5,071",43.3
Queens,081,4,050000,"4,323",52.3
Queens,081,4,050201,"1,410",34.0
Queens,081,4,050202,"1,344",35.6
Queens,081,4,050400,"1,831",34.3
Queens,081,4,050500,"1,657",58.8
Queens,081,4,050600,"1,553",30.5
Queens,081,4,050700,"3,442",38.5
Queens,081,4,050800,"1,837",33.9
Queens,081,4,051000,"1,540",33.7
Queens,081,4,051100,"2,097",30.9
Queens,081,4,051200,"2,619",28.2
Queens,081,4,051300,"2,367",49.5
Queens,081,4,051500,"2,852",51.2
Queens,081,4,051600,"1,866",41.0
Queens,081,4,051700,"1,957",31.5
Queens,081,4,051800,"1,931",46.0
Queens,081,4,052000,"1,521",35.7
Queens,081,4,052100,"1,983",42.1
Queens,081,4,052200,"1,532",36.5
Queens,081,4,052400,"1,739",35.9
Queens,081,4,052500,"2,063",41.3
Queens,081,4,052600,"1,802",40.0
Queens,081,4,052800,"1,442",32.3
Queens,081,4,053000,"2,240",39.4
Queens,081,4,053100,"3,114",29.7
Queens,081,4,053200,"1,675",35.7
Queens,081,4,053401,"1,907",29.7
Queens,081,4,053500,"1,123",8.9
Queens,081,4,053601,"1,577",33.4
Queens,081,4,053800,"1,755",37.5
Queens,081,4,053900,"4,147",27.7
Queens,081,4,054000,"4,222",32.6
Queens,081,4,054200,"5,074",37.9
Queens,081,4,054500,"3,722",131.8
Queens,081,4,054700,"4,643",143.8
Queens,081,4,054800,"2,319",41.6
Queens,081,4,054900,"5,308",133.0
Queens,081,4,055100,"4,573",119.3
Queens,081,4,055200,"3,064",29.9
Queens,081,4,055300,"2,454",69.2
Queens,081,4,055400,"2,303",42.3
Queens,081,4,055500,"2,147",57.8
Queens,081,4,055600,"2,153",38.4
Queens,081,4,055700,"3,915",66.4
Queens,081,4,055800,"1,732",36.4
Queens,081,4,055900,"1,217",30.2
Queens,081,4,056000,"1,647",31.1
Queens,081,4,056100,73,0.1
Queens,081,4,056200,"1,517",38.4
Queens,081,4,056400,"1,783",38.3
Queens,081,4,056500,"1,567",54.0
Queens,081,4,056600,"1,487",31.0
Queens,081,4,056700,"4,574",58.5
Queens,081,4,056800,"4,550",21.7
Queens,081,4,057700,"3,625",78.7
Queens,081,4,057900,"1,592",94.3
Queens,081,4,058000,"3,641",24.5
Queens,081,4,058100,"2,662",75.7
Queens,081,4,058200,"4,490",32.2
Queens,081,4,058300,"3,254",92.0
Queens,081,4,058500,"4,062",96.0
Queens,081,4,058700,"3,296",92.3
Queens,081,4,058900,"4,196",102.7
Queens,081,4,059000,"1,074",27.4
Queens,081,4,059100,"5,826",116.7
Queens,081,4,059200,"1,280",18.3
Queens,081,4,059300,"3,881",62.3
Queens,081,4,059400,"1,537",28.0
Queens,081,4,059500,"4,700",48.2
Queens,081,4,059600,"1,304",27.1
Queens,081,4,059800,"1,643",32.2
Queens,081,4,059900,"1,525",48.6
Queens,081,4,060000,"1,056",24.2
Queens,081,4,060100,"2,111",55.3
Queens,081,4,060300,"1,706",38.1
Queens,081,4,060600,"1,381",26.0
Queens,081,4,060701,25,0.1
Queens,081,4,060800,"1,413",27.0
Queens,081,4,061000,"1,268",21.6
Queens,081,4,061200,"1,597",24.6
Queens,081,4,061301,"5,295",30.0
Queens,081,4,061302,19,0.2
Queens,081,4,061400,"1,234",19.3
Queens,081,4,061601,"2,180",23.4
Queens,081,4,061602,"1,152",11.0
Queens,081,4,061800,"1,583",26.4
Queens,081,4,061900,"2,783",43.7
Queens,081,4,062000,"1,440",27.0
Queens,081,4,062100,"2,746",42.0
Queens,081,4,062200,"1,983",18.3
Queens,081,4,062300,"1,789",46.3
Queens,081,4,062400,1,0.0
Queens,081,4,062500,"2,388",48.6
Queens,081,4,062600,"2,620",24.5
Queens,081,4,062700,"2,879",74.1
Queens,081,4,062900,"2,782",64.7
Queens,081,4,063000,"1,579",33.4
Queens,081,4,063200,"2,134",29.1
Queens,081,4,063301,"1,416",42.6
Queens,081,4,063302,"1,476",44.7
Queens,081,4,063500,"2,513",53.6
Queens,081,4,063700,"3,148",18.4
Queens,081,4,063800,"3,425",20.0
Queens,081,4,063900,"2,747",43.7
Queens,081,4,064101,"1,960",87.7
Queens,081,4,064102,113,0.2
Queens,081,4,064500,"1,979",26.0
Queens,081,4,064600,"2,829",28.4
Queens,081,4,065000,"2,650",26.8
Queens,081,4,065400,"2,788",17.0
Queens,081,4,065501,0,0.0
Queens,081,4,065600,"4,853",34.3
Queens,081,4,065702,"1,675",46.7
Queens,081,4,065703,"2,597",39.3
Queens,081,4,065900,"1,666",34.7
Queens,081,4,066000,"3,233",33.8
Queens,081,4,066100,"1,495",45.4
Queens,081,4,066300,"2,601",20.1
Queens,081,4,066400,"9,612",14.2
Queens,081,4,066501,"3,275",40.4
Queens,081,4,066701,"2,575",41.2
Queens,081,4,066900,"1,706",43.1
Queens,081,4,067100,"2,100",37.1
Queens,081,4,067700,"1,786",38.9
Queens,081,4,067900,"4,094",65.6
Queens,081,4,068000,"4,708",24.8
Queens,081,4,068200,"1,102",19.2
Queens,081,4,068300,"4,210",69.3
Queens,081,4,068700,"4,630",71.1
Queens,081,4,069000,"3,252",37.5
Queens,081,4,069300,"2,883",87.2
Queens,081,4,069400,"3,314",25.7
Queens,081,4,069500,"2,128",39.9
Queens,081,4,069701,"3,616",113.0
Queens,081,4,069702,"3,911",35.7
Queens,081,4,070300,"2,010",33.8
Queens,081,4,070700,"2,303",42.1
Queens,081,4,070900,"2,483",45.9
Queens,081,4,071100,"5,272",56.8
Queens,081,4,071303,"4,973",139.2
Queens,081,4,071304,"6,136",153.1
Queens,081,4,071305,"4,871",148.8
Queens,081,4,071306,"5,811",137.6
Queens,081,4,071600,0,0.0
Queens,081,4,071701,"5,161",102.8
Queens,081,4,071702,"3,921",73.9
Queens,081,4,071900,"2,630",67.1
Queens,081,4,072100,"4,963",118.1
Queens,081,4,072300,"2,127",18.3
Queens,081,4,072900,"1,363",28.6
Queens,081,4,073100,"1,515",32.3
Queens,081,4,073700,"2,042",39.2
Queens,081,4,073900,"5,028",90.3
Queens,081,4,074100,"3,015",71.0
Queens,081,4,074300,"4,221",88.3
Queens,081,4,074500,"3,571",86.5
Queens,081,4,074700,"3,386",46.5
Queens,081,4,074900,"1,453",16.4
Queens,081,4,075701,"4,678",96.0
Queens,081,4,075702,"4,481",51.0
Queens,081,4,076901,"4,056",90.5
Queens,081,4,076902,"1,371",53.6
Queens,081,4,077300,"2,234",32.1
Queens,081,4,077500,"2,273",40.8
Queens,081,4,077902,"5,263",37.6
Queens,081,4,077903,"2,972",44.7
Queens,081,4,077904,"6,155",65.2
Queens,081,4,077905,"2,455",36.1
Queens,081,4,077906,"3,633",51.3
Queens,081,4,077907,"3,193",60.6
Queens,081,4,077908,"3,755",75.4
Queens,081,4,078800,"1,818",38.2
Queens,081,4,079000,"2,549",39.6
Queens,081,4,079200,"2,280",25.7
Queens,081,4,079300,1,0.0
Queens,081,4,079701,"7,055",256.5
Queens,081,4,079702,"4,502",63.0
Queens,081,4,079900,"3,425",48.4
Queens,081,4,080301,"4,382",54.8
Queens,081,4,080302,"3,504",32.4
Queens,081,4,080900,"6,850",27.5
Queens,081,4,081400,"3,543",39.0
Queens,081,4,081800,"3,478",37.4
Queens,081,4,083700,"5,388",28.1
Queens,081,4,083800,"4,970",40.6
Queens,081,4,084000,"6,478",46.1
Queens,081,4,084500,"5,318",114.3
Queens,081,4,084601,"2,730",33.2
Queens,081,4,084602,"1,053",5.9
Queens,081,4,084900,"7,642",102.0
Queens,081,4,085300,"5,764",119.5
Queens,081,4,085500,"6,649",206.2
Queens,081,4,085700,"5,953",181.8
Queens,081,4,085900,"5,873",162.6
Queens,081,4,086100,"2,370",64.5
Queens,081,4,086300,"7,277",204.3
Queens,081,4,086400,"2,634",9.7
Queens,081,4,086500,"4,514",116.5
Queens,081,4,086900,"2,131",14.9
Queens,081,4,087100,"1,752",16.9
Queens,081,4,088400,"7,337",19.1
Queens,081,4,088901,"10,266",66.7
Queens,081,4,089200,"7,430",10.5
Queens,081,4,090700,"1,355",2.6
Queens,081,4,091601,"4,079",5.1
Queens,081,4,091602,0,0.0
Queens,081,4,091800,17,0.1
Queens,081,4,091900,"5,766",55.0
Queens,081,4,092200,"2,206",13.2
Queens,081,4,092500,"3,681",47.7
Queens,081,4,092800,"3,246",17.2
Queens,081,4,092900,"6,496",28.6
